pubmed	year	title	professors
24905791	2014	HERFD-XAS and valence-to-core-XES: new tools to push the limits in research with hard X-rays?	
15886013	2005	Arginine deprivation and metabolomics: important aspects of intermediary metabolism in relation to the differential sensitivity of normal and tumour cells.	
9491082	1998	Phenylalanine- and tyrosine-auxotrophic mutants of Saccharomyces cerevisiae impaired in transamination.	
10724160	2000	Autoinhibition and activation mechanisms of the Wiskott-Aldrich syndrome protein.	
35071919	2022	Molecular Adsorption of H	
30588219	2018	Biogenic Volatile Compounds for Plant Disease Diagnosis and Health Improvement.	
36005398	2022	Metabolic Modeling and Bidirectional Culturing of Two Gut Microbes Reveal Cross-Feeding Interactions and Protective Effects on Intestinal Cells.	
31351268	2019	A high-loading drug delivery system based on magnetic nanomaterials modified by hyperbranched phenylboronic acid for tumor-targeting treatment with pH response.	
18771280	2008	Chemical and NADH-induced, ROS-dependent, cross-linking between subunits of complex I from Escherichia coli and Thermus thermophilus.	
34493830	2021	Telomere-to-telomere gapless chromosomes of banana using nanopore sequencing.	
35245733	2022	Invasive aspergillosis-on-chip: A quantitative treatment study of human Aspergillus fumigatus infection.	
34330708	2021	Metabolic control of nitrogen fixation in rhizobium-legume symbioses.	
4302738	1968	Separation of polyphosphates by anion exchange thin layer chromatography.	
22999206	2012	Short-chain fluorescent tryptophan tags for on-line detection of functional recombinant proteins.	
10347009	1999	An alkane-responsive expression system for the production of fine chemicals.	
23932371	2013	Continuous purification of influenza virus using simulated moving bed chromatography.	
33755328	2021	Efficient flavinylation of glycosomal fumarate reductase by its own ApbE domain in Trypanosoma brucei.	
32927362	2020	Transporter engineering in microbial cell factories: the ins, the outs, and the in-betweens.	
32817009	2020	Variation Among Biosynthetic Gene Clusters, Secondary Metabolite Profiles, and Cards of Virulence Across 	
32251782	2020	Co-culture systems of osteoblasts and osteoclasts: Simulating in vitro bone remodeling in regenerative approaches.	
35782746	2022	Population genomic analyses reveal evidence for limited recombination in the superbug 	
35628780	2022	Synergistic In Vitro Interaction of Isavuconazole and Isoquercitrin against 	
35750677	2022	Decoupled temperature and pressure hydrothermal synthesis of carbon sub-micron spheres from cellulose.	
34735854	2022	Thermo-induced inversion of water-in-water emulsion stability by bis-hydrophilic microgels.	
15483189	2005	Development of androgen- and estrogen-responsive bioassays, members of a panel of human cell line-based highly selective steroid-responsive bioassays.	
15077120	2004	Lung epithelial cell lines in coculture with human pulmonary microvascular endothelial cells: development of an alveolo-capillary barrier in vitro.	
28513135	2017	Porous MOF with Highly Efficient Selectivity and Chemical Conversion for CO	
10361001	1999	A robotics-based automated assay for inorganic and organic phosphates.	
32553782	2020	"""Lipidomics"": Mass spectrometric and chemometric analyses of lipids."	
30676029	2019	Iridium-Catalyzed Alkylation of Amine and Nitrobenzene with Alcohol to Tertiary Amine under Base- and Solvent-Free Conditions.	
33349699	2021	CheckV assesses the quality and completeness of metagenome-assembled viral genomes.	
32035791	2020	Flow cytometry-based system for screening of lignin peroxidase mutants with higher oxidative stability.	
35686849	2022	Base-Free Aerobic Oxidation of Furfuralcohols and Furfurals to Furancarboxylic Acids over Nitrogen-Doped Carbon-Supported AuPd Bowl-Like Catalyst.	
20602529	2010	Adhesion of nanoparticles.	
15710409	2005	A generic system for the Escherichia coli cell-surface display of lipolytic enzymes.	
35513349	2022	Polysaccharide-Based Theranostic Systems for Combined Imaging and Cancer Therapy: Recent Advances and Challenges.	
33585766	2021	Preparation of the WO 	
29196644	2017	Adaptive laboratory evolution of Corynebacterium glutamicum towards higher growth rates on glucose minimal medium.	
17486652	2007	Engineering bacteria for production of rhamnolipid as an agent for enhanced oil recovery.	
28294213	2017	Towards artificial methanogenesis: biosynthesis of the [Fe]-hydrogenase cofactor and characterization of the semi-synthetic hydrogenase.	
27765533	2016	A novel comprehensive set of fungal Real time PCR assays (fuPCR) for the detection of fungi in immunocompromised haematological patients-A pilot study.	
26597485	2016	Enhancing cellulose accessibility of corn stover by deep eutectic solvent pretreatment for butanol fermentation.	
30574186	2018	Online evaluation of the metabolic activity of 	
27855912	2017	Target identification of volatile metabolites to allow the differentiation of lactic acid bacteria by gas chromatography-ion mobility spectrometry.	
23544575	2013	Hydrolysis of macroalgae using heterogeneous catalyst for bioethanol production.	
22889332	2012	Avogadro: an advanced semantic chemical editor, visualization, and analysis platform.	
33310714	2021	Bioelectrochemical Fixation of Nitrogen to Extracellular Ammonium by Pseudomonas stutzeri.	
16662652	1982	Rapid fractionation of wheat leaf protoplasts using membrane filtration : the determination of metabolite levels in the chloroplasts, cytosol, and mitochondria.	
26799741	2016	Nanochemistry and Nanomedicine for Nanoparticle-based Diagnostics and Therapy.	
22342438	2012	Polymer nanogels: a versatile nanoscopic drug delivery platform.	
15147815	2004	Biomaterial-associated thrombosis: roles of coagulation factors, complement, platelets and leukocytes.	
24973605	2014	Visual impairment and blindness due to macular diseases globally: a systematic review and meta-analysis.	
34211507	2021	Translational Proteomics Analysis of Anthracycline-Induced Cardiotoxicity From Cardiac Microtissues to Human Heart Biopsies.	
27838159	2017	Technologies and decision support systems to aid solid-waste management: a systematic review.	
20367111	2010	Successful medical management of renal zygomycosis: a summary of two cases and a review of the Indian literature.	
22079683	2011	IDF diabetes atlas: global estimates of the prevalence of diabetes for 2011 and 2030.	
11057572	2000	Biodegradation of a nonylphenol ethoxylate by the autochthonous microflora in lake water with observations on the influence of light.	
30709763	2019	Thermostable phytase in feed and fuel industries.	
29304208	2018	What has changed in the treatment of invasive candidiasis? A look at the past 10 years and ahead.	
33621735	2021	Valorization of biodiesel side stream waste glycerol for rhamnolipids production by Pseudomonas aeruginosa RS6.	
28753281	2017	Tetrahedral Copper(II) Complexes with a Labile Coordination Site Supported by a Tris-tetramethylguanidinato Ligand.	
24223145	2013	Use of nonelectrolytes reveals the channel size and oligomeric constitution of the Borrelia burgdorferi P66 porin.	
29911195	2018	Simple glycolipids of microbes: Chemistry, biological activity and metabolic engineering.	
11722930	2001	Engineering cytochrome P450 BM-3 for oxidation of polycyclic aromatic hydrocarbons.	
2997137	1985	Positive selection procedure for entrapment of insertion sequence elements in gram-negative bacteria.	
20023854	2010	Green chemistry: principles and practice.	
16390147	2006	Visualizing association of N-ras in lipid microdomains: influence of domain structure and interfacial adsorption.	
19522533	2009	Synthesis of acrylic polymer beads for solid-supported proline-derived organocatalysts.	
34139796	2001	Zwitterionic SAMs that Resist Nonspecific Adsorption of Protein from Aqueous Buffer.	
22394364	2012	Facile activation of H-H and Si-H bonds by boranes.	
24614282	2014	Mutagenic Organized Recombination Process by Homologous IN vivo Grouping (MORPHING) for directed enzyme evolution.	
32659097	2020	Structure, Rheology, and Electrokinetics of Soft Colloidal Suspension Electrolytes.	
15675684	2004	Diffusion in musculoskeletal tissue engineering scaffolds: design issues related to porosity, permeability, architecture, and nutrient mixing.	
21072328	2010	Analysis of Bonding between Conjugated Organic Molecules and Noble Metal Surfaces Using Orbital Overlap Populations.	
35605546	2022	Review of present method of glucose from human blood and body fluids assessment.	
16046535	2005	Functional conformational motions in the turnover cycle of cholesterol oxidase.	
28743090	2017	NIR and UV-responsive degradable hyaluronic acid nanogels for CD44-targeted and remotely triggered intracellular doxorubicin delivery.	
17134947	2007	Future of antibody purification.	
19226178	2009	Catalytic hydrogenation of sensitive organometallic compounds by antagonistic N/B Lewis pair catalyst systems.	
14613880	2003	Xylose and cellobiose fermentation to ethanol by the thermotolerant methylotrophic yeast Hansenula polymorpha.	
29071164	2017	Biophysical Regulation of Cell Behavior-Cross Talk between Substrate Stiffness and Nanotopography.	
20462185	2010	Latest developments in micro total analysis systems.	
16292669	2006	A single-crystal ENDOR and density functional theory study of the oxidized states of the [NiFe] hydrogenase from Desulfovibrio vulgaris Miyazaki F.	
29654183	2018	Optimizing Recombinant Protein Production in the Escherichia coli Periplasm Alleviates Stress.	
22310212	2012	Biocatalyst development by directed evolution.	
28258007	2017	Development of multivalent metal ions imprinted chitosan biocomposites for phosphate sorption.	
13564419	1958	The carbon monoxide dissociation curve of human blood.	
35014871	2022	Genome-Scale Metabolic Modelling of Lifestyle Changes in Rhizobium leguminosarum.	
31927061	2020	Systems and synthetic biology tools for advanced bioproduction hosts.	
17399833	2007	Sorbitol co-feeding reduces metabolic burden caused by the overexpression of a Rhizopus oryzae lipase in Pichia pastoris.	
13988638	1962	Inhibition by antibiotics of the growth of bacterial and yeast protoplasts.	
35019635	2020	Distribution of the Degree of Deacetylation of Surface-Deacetylated Chitin Nanofibers: Effects on Crystalline Structure and Cell Adhesion and Proliferation.	
32916260	2021	How to: perform antifungal susceptibility testing of microconidia-forming dermatophytes following the new reference EUCAST method E.Def 11.0, exemplified by Trichophyton.	
28397489	2017	A Facile Droplet-Chip-Time-Resolved Inductively Coupled Plasma Mass Spectrometry Online System for Determination of Zinc in Single Cell.	
29471492	2018	Corrigendum: Towards recommendations for metadata and data handling in plant phenotyping.	
33725404	2021	ANALYSIS OF CARBOHYDRATES AND GLYCOCONJUGATES BY MATRIX-ASSISTED LASER DESORPTION/IONIZATION MASS SPECTROMETRY: AN UPDATE FOR 2015-2016.	
